f_0,f_1,f_2,f_3,f_4,f_5,f_6,f_7,f_8,f_9,f_10,f_11,f_12,f_13,f_14,f_15,f_16,f_17,f_18,f_19,f_20,f_21,f_22,f_23,f_24,f_25,f_26,f_27,f_28,f_29,f_30,f_31,f_32,f_33,f_34,f_35,f_36,f_37,f_38,f_39,f_40,f_41,f_42,f_43,f_44,f_45,f_46,f_47,f_48,f_49,f_50,f_51,f_52,f_53,f_54,f_55,f_56,f_57,f_58,f_59,f_60,f_61,f_62,f_63,f_64,f_65,f_66,f_67,f_68,f_69,f_70,f_71,f_72,f_73,f_74,f_75,f_76,f_77,f_78,f_79,f_80,f_81,f_82,f_83,f_84,f_85,f_86,f_87,f_88,f_89,f_90,f_91,f_92,f_93,f_94,work_type,target
0.41801342,0.43573686,0.5081364,0.46616343,0.79082453,0.8638384,1.0,0.6112469,0.4016874,0.2603246,0.7051182,0.16552229,0.6,0.9109384,0.92615044,0.9380729,0.9250539,0.6323145,0.7231469,0.7122557,0.9334832,0.7911538,0.91742235,0.66430694,0.67943627,0.87095064,0.6789365,0.5038076,0.16331875,0.103167795,0.83957297,0.091254994,0.76909024,0.0,0.80410576,0.0,0.7,0.09228758,0.25675732,0.19592407,0.1731192,0.22645983,1.0,0.0,0.1587524,0.826214,0.50180566,1.0,0.04079152,1.0,1.0,0.5119188,0.5914151,1.0,0.267298,0.6,0.35189503,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3940942,0.0,0.0,0.0,1.0,0.33333334,0.0,0.0,0.024811521,1.0,0.39538512,0.0,0.42342132,0.0,0.0,1.0,1.0,0.0,0.28610715,0.47690642,1.0,0.59246296,0.0,0.5095252,1.0,0.61497635,0.37493494,0.0,0.7445802,vendor,0.6858082
0.38404116,0.54014343,0.46392986,0.5642244,0.80268145,0.93179554,1.0,0.392148,0.27145657,0.32049534,0.7056089,0.52134454,0.6,0.6306168,0.66568756,0.6703796,0.6555613,0.7045927,0.7009736,0.6339236,0.9586479,0.79194033,0.6888685,0.63794094,0.47435388,0.64089453,0.541002,0.4885973,0.2638368,0.19146898,0.7343247,0.27457395,0.4960708,1.0,0.8035361,1.0,0.3,0.56173193,0.55254924,0.640007,0.5259327,0.48291838,0.0,0.0,0.42556295,0.74871564,0.17571285,0.51424795,0.6198018,1.0,1.0,0.8892279,0.86757845,1.0,0.65295947,0.6,0.3806886,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5829154,0.0,0.0,1.0,0.0,0.33333334,1.0,1.0,0.15597135,0.0,0.042971794,0.0,0.48757982,0.0,0.0,0.0,0.0,0.0,0.25118363,0.3291977,0.0,0.5096486,0.0,0.70379823,0.0,0.62313807,0.00023530718,0.0,0.5119998,vendor,0.6339615
0.18559632,0.27639896,0.34831202,0.1367608,0.7180388,0.74973756,0.0,0.3651717,0.2953153,0.35283366,0.55061173,0.4270107,0.6,0.64446336,0.81553894,0.7552629,0.73842174,0.6935323,0.6024654,0.62675613,0.84246415,0.7072614,0.84577835,0.569342,0.3932002,0.7172738,0.6628634,0.50006074,0.17636396,0.23983033,0.6978181,0.0,0.5678907,0.0,0.78876776,0.0,0.5,0.48422375,0.3898491,0.53952724,0.3951152,0.38542128,0.0,0.0,0.3114956,0.7528776,0.30750218,0.73172045,0.3558549,1.0,1.0,0.5433416,0.5701174,1.0,0.4447749,0.6,0.37237754,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4898284,0.0,0.046293225,0.0,1.0,0.33333334,1.0,1.0,0.30647236,1.0,0.44695255,0.0,0.14690751,0.0,0.0,0.0,0.0,1.0,0.13754423,0.3832012,0.0,0.36119097,1.0,0.58787155,1.0,0.6710182,0.29061708,0.0,0.62713075,vendor,0.6531024
0.67875993,0.6645214,0.5499625,0.6129022,0.8874496,0.934191,1.0,0.7019979,0.39243886,0.37456626,0.83686185,0.40779188,0.75,0.0,0.22205716,0.19323109,0.13842942,0.2055245,0.05996988,0.11686419,0.70482516,0.3127905,0.2710343,0.22146568,0.08535596,0.031665802,0.11766286,0.072169356,0.5540547,0.42278323,0.43211806,0.26530483,0.06498459,1.0,0.6436229,1.0,0.3,0.59957385,0.38789725,0.66533124,0.48158222,0.50975966,0.0,0.0,0.33971357,0.7394378,0.1856035,0.53059304,0.39298078,1.0,1.0,0.6936571,0.6727479,1.0,0.6779357,0.8,0.573648,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7203763,1.0,0.3885276,0.0,1.0,0.6666667,1.0,1.0,0.4620106,1.0,0.5444011,0.0,0.15362932,0.0,1.0,0.0,0.0,1.0,0.21294723,0.26758683,1.0,0.24537402,0.0,0.64388233,1.0,0.12990738,0.5040069,0.0,0.71369666,freelancer,0.54373443
0.7254394,0.5899767,0.32272047,0.6602324,0.8126245,0.8355049,1.0,0.53765047,0.29975313,0.39835015,0.6923525,0.5390854,0.7,0.6638922,0.5239521,0.5793281,0.5890575,0.58430475,0.53732985,0.37657687,0.8340677,0.69611585,0.7394575,0.3429424,0.44999853,0.4785168,0.56477726,0.42283016,0.24548627,0.15581535,0.672054,0.15407678,0.48284906,0.0,0.92308444,0.0,0.3,0.55481464,0.36849537,0.48105478,0.62319314,0.5512215,0.0,1.0,0.37738904,0.7963081,0.3169582,0.5486421,0.5294486,1.0,1.0,0.83747876,0.79099524,1.0,0.73223466,0.7,0.38435936,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.58446276,1.0,0.278023,0.0,1.0,0.6666667,0.0,1.0,0.3622578,1.0,0.3863403,0.0,0.39448372,0.0,1.0,0.0,1.0,0.0,0.3051704,0.6128364,1.0,0.51131463,1.0,0.71052784,1.0,0.47387144,0.33725756,0.0,0.77456766,tradesperson,0.6818137
0.731887,0.43668392,0.46916795,0.31709006,0.70465016,0.88872844,1.0,0.5097911,0.47322908,0.34537897,0.58572185,0.2340944,0.75,0.578897,0.55874264,0.7176351,0.6184249,0.83074623,0.4379952,0.38294277,0.9257952,0.8028569,0.6308168,0.5148535,0.26304987,0.6053025,0.5495537,0.26838142,0.18960044,0.026396153,0.7086333,0.09980725,0.42534617,0.0,1.0,0.0,0.5,0.32869896,0.21410343,0.3034479,0.3687558,0.19293016,0.0,0.0,0.21257493,0.7885015,0.4501074,0.73926,0.30721217,1.0,1.0,0.50017923,0.5391687,1.0,0.4700604,0.8,0.5085305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5069874,0.0,0.0011452476,0.0,1.0,0.33333334,1.0,0.0,0.0,1.0,0.3597852,0.0,0.39707974,0.0,0.0,0.0,0.0,0.0,0.37614715,0.42479062,0.0,0.41566372,1.0,0.53027815,1.0,0.44753394,0.28957725,0.0,0.56319326,freelancer,0.5942971
0.6089621,0.7845604,0.6228031,0.66473186,0.9034641,0.9243401,1.0,0.65761566,0.42893434,0.504615,0.818763,0.34090522,0.65,0.80935556,0.8048461,0.7369993,0.78373367,0.8359558,0.5944503,0.65031666,0.76389414,0.80824375,0.85251695,0.70180565,0.7090042,0.732455,0.65365624,0.41785273,0.4244112,0.28453287,0.8089339,0.23590486,0.60909337,1.0,0.7862981,0.0,0.3,0.4788333,0.47173405,0.55533504,0.55738723,0.23322111,0.0,0.0,0.35407037,0.7387666,0.23218888,0.6231422,0.44335428,1.0,1.0,0.56368124,0.48922876,1.0,0.41943723,0.7,0.35485047,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5273989,0.0,0.0,1.0,1.0,0.6666667,0.0,0.0,0.04165694,1.0,0.4830332,0.0,0.47147456,0.0,0.0,1.0,0.0,0.0,0.34254122,0.55894375,1.0,0.70862126,1.0,0.5598125,1.0,0.30820036,0.49966687,1.0,0.8264571,platform_worker,0.7208181
0.29630524,0.30338088,0.2506953,0.14416522,0.6645099,0.8034854,0.0,0.27396664,0.51909137,0.18477646,0.5629555,0.29581523,0.75,0.2901347,0.2676001,0.2340173,0.26391736,0.18493062,0.25189698,0.36685905,0.77351,0.35452396,0.3951311,0.23254141,0.0699649,0.30211407,0.057050683,0.083979845,0.61195403,0.50252753,0.56564,0.4331171,0.22378674,0.0,0.39392996,1.0,0.3,0.10224986,0.121187516,0.34312692,0.27839914,0.19154915,0.0,0.0,0.2571726,0.89345634,0.34676632,0.868564,0.18308768,1.0,0.0,0.6260011,0.61009055,1.0,0.6522643,0.8,0.37980768,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5054019,1.0,0.2838667,0.0,1.0,0.6666667,1.0,1.0,0.4336672,0.0,0.015686143,0.0,0.19885169,0.0,0.0,0.0,0.0,0.0,0.08380171,0.34543702,0.0,0.27387652,1.0,0.60813946,0.0,0.25928527,0.07215213,0.0,0.53468466,freelancer,0.34792456
0.99522024,0.75845194,0.62244123,0.6150344,0.87508905,0.8889457,1.0,0.6667638,0.398161,0.454023,0.72400975,0.108153164,0.7,0.7540748,0.61169934,0.6041643,0.65664613,0.5911189,0.48963624,0.60449284,0.73256475,0.70409024,0.7321944,0.513155,0.533372,0.61331385,0.5352507,0.37984785,0.51136166,0.36029106,0.6562527,0.32980454,0.4479942,1.0,0.54124063,0.0,0.3,0.18342766,0.26195875,0.4383304,0.38260213,0.28746098,0.0,0.0,0.27143636,0.79548824,0.5171789,0.85617703,0.34493843,1.0,1.0,0.5892547,0.5971439,1.0,0.49243104,0.7,0.27678624,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.39381614,1.0,0.13306446,0.0,1.0,0.6666667,1.0,1.0,0.13370846,1.0,0.28850284,0.0,0.07102199,0.0,0.0,0.0,0.0,1.0,0.0,0.29724732,1.0,0.24824037,1.0,0.56083304,1.0,0.39928463,0.14511901,0.0,0.62608445,tradesperson,0.48851377
0.4060999,0.15666187,0.17357934,0.28130066,0.6861463,0.8622626,1.0,0.34542298,0.5457725,0.3642174,0.54766893,0.19667335,0.75,0.8648559,0.7514566,0.8514122,0.8225749,0.7843813,0.79511654,0.7942256,0.9815092,0.8461808,0.8487341,0.68603593,0.70549405,0.7753284,0.8436544,0.46269482,0.13746119,0.2081158,0.84559494,0.0,0.7258318,1.0,1.0,0.0,0.5,0.27506185,0.1648812,0.2721991,0.38721588,0.16377938,0.0,0.0,0.2497323,0.85896426,0.37454483,0.7452652,0.18289524,1.0,1.0,0.4377079,0.51785433,1.0,0.39541706,0.8,0.37646264,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3898184,0.0,0.0,1.0,1.0,0.6666667,1.0,0.0,0.109724484,1.0,0.45226732,0.0,0.3338154,0.0,0.0,0.0,0.0,1.0,0.220386,0.44229114,0.0,0.45233917,0.0,0.38714102,1.0,0.7732661,0.34955978,0.0,0.6334757,freelancer,0.62978077
0.19067809,0.26512483,0.18247238,0.18326057,0.60067314,0.77439547,1.0,0.29743308,0.40621275,0.2791672,0.46761918,0.45103264,0.6,0.6517939,0.66796356,0.70731634,0.67569125,0.6790817,0.6758913,0.57246524,0.9502228,0.7515165,0.86343986,0.5662957,0.47091863,0.6970338,0.5986299,0.39034876,0.07278771,0.0,0.738621,0.0062184306,0.54664147,1.0,0.98545057,0.0,0.5,0.5557737,0.5302066,0.48946232,0.5219977,0.44007024,0.0,0.0,0.3278475,0.6983224,0.32370162,0.58702505,0.47194475,0.0,1.0,0.31714433,0.21457046,1.0,0.28846723,0.6,0.35701907,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.19581166,1.0,0.32066914,1.0,0.0,0.6666667,1.0,1.0,0.413582,1.0,0.49411914,1.0,0.4533461,0.0,0.0,0.0,0.0,0.0,0.25679564,0.55030537,0.0,0.5236046,0.0,0.21524686,0.0,0.5038123,0.34798884,0.0,0.55331016,vendor,0.57553196
0.5501365,0.55257064,0.46277294,0.6074722,0.8075718,0.7696764,0.0,0.5425205,0.335292,0.41473445,0.7080207,0.44441694,0.6,0.6806549,0.48483706,0.49854702,0.55467963,0.51413167,0.48264468,0.46863216,0.8408293,0.67933327,0.5725353,0.4517337,0.41546738,0.456388,0.4747905,0.3498191,0.22910635,0.21319303,0.73850197,0.14675772,0.39355093,0.0,0.8149506,0.0,0.5,0.3548273,0.36038187,0.46621782,0.48024917,0.28546715,0.0,0.0,0.20044997,0.7828236,0.29275087,0.70248044,0.3954343,1.0,1.0,0.8447981,0.85891485,1.0,0.6895445,0.6,0.3883555,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.7004948,1.0,0.248362,0.0,1.0,0.6666667,0.0,1.0,0.30852926,0.0,0.0,0.0,0.43094414,0.0,0.0,1.0,0.0,0.0,0.2217866,0.5823383,1.0,0.49321678,1.0,0.7889896,1.0,0.5316098,0.0086974595,0.0,0.6807594,vendor,0.6454442
0.3178736,0.5722755,0.413091,0.47723824,0.8150106,0.91322416,1.0,0.5506489,0.29765284,0.4304815,0.68044496,0.7187146,0.65,0.58313835,0.5318267,0.64014286,0.585036,0.5057182,0.54202294,0.43974176,0.8059579,0.6630231,0.6084271,0.46402642,0.36440748,0.49669474,0.3570498,0.37742138,0.4673211,0.29863584,0.69522995,0.29183576,0.36152065,1.0,0.6999085,0.0,0.3,0.75849015,0.6102733,0.6970265,0.62189466,0.45547155,0.0,0.0,0.46558195,0.60143846,0.3183952,0.5091287,0.5539898,1.0,1.0,0.5264731,0.56185764,1.0,0.50807947,0.7,0.40603817,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4055974,0.0,0.027668202,1.0,1.0,0.6666667,1.0,0.0,0.009504632,0.0,0.0,0.0,0.5728449,0.0,0.0,0.0,1.0,0.0,0.5057506,0.4762028,0.0,0.6741521,0.0,0.5168456,1.0,0.30425903,0.0,0.0,0.6418326,platform_worker,0.6231792
0.5587677,0.53537786,0.48306486,0.4397727,0.7384865,0.89646626,1.0,0.53188705,0.3149785,0.33527765,0.79551286,0.57044727,0.75,0.7400653,0.6351206,0.6857368,0.6869742,0.6677162,0.63048154,0.6635838,0.83340436,0.73634624,0.6411046,0.63594884,0.5617109,0.6514755,0.580911,0.345438,0.37397662,0.27331,0.7237246,0.14842753,0.63977045,1.0,0.8386049,0.0,0.5,0.66796285,0.73011804,0.72921777,0.6368126,0.48027682,0.0,0.0,0.48328197,0.6427636,0.3747647,0.648313,0.63284713,1.0,1.0,0.8217079,0.6847975,1.0,0.68878937,0.8,0.5000437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5851364,1.0,0.391012,0.0,1.0,0.6666667,1.0,0.0,0.0023785876,0.0,0.0,0.0,0.3256011,1.0,0.0,1.0,1.0,0.0,0.08683431,0.4413537,0.0,0.3078435,1.0,0.67082155,1.0,0.5446898,0.0,1.0,0.7764251,freelancer,0.697892
0.3505727,0.3399567,0.3015087,0.36285043,0.68276244,0.73013085,0.0,0.25925863,0.3415352,0.27809337,0.6143756,0.3833115,0.7,0.8483352,0.6973931,0.8557628,0.80049706,0.76669365,0.62829554,0.67044353,0.93303025,0.8718378,0.8220174,0.66253823,0.5639437,0.670969,0.66584593,0.4084881,0.22484279,0.2131829,0.8005667,0.16491845,0.57780784,1.0,0.87966317,0.0,0.3,0.33308578,0.1423788,0.39450315,0.22869052,0.14910786,0.0,0.0,0.25897023,0.8542066,0.3498216,0.7429627,0.4174817,0.0,0.0,0.57153016,0.4958368,0.0,0.49268785,0.7,0.37631026,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.34419668,0.0,0.0,1.0,0.0,0.33333334,0.0,1.0,0.23594762,0.0,0.0,0.0,0.615287,1.0,0.0,0.0,0.0,0.0,0.25949368,0.62765193,1.0,0.594653,1.0,0.51544154,0.0,0.6158193,0.0,0.0,0.5869474,tradesperson,0.6097219
0.9265074,0.76175255,0.5437338,0.5994967,0.80231196,0.8685637,0.0,0.5947968,0.53749883,0.5105385,0.7918594,0.43153143,0.75,0.57769966,0.50070643,0.53832924,0.53891176,0.4328426,0.54581714,0.38726944,0.7982337,0.60547084,0.67937475,0.4835921,0.5337833,0.4869607,0.44889772,0.28402206,0.48150253,0.100494176,0.69069993,0.27300966,0.395048,1.0,0.677056,0.0,0.3,0.60154516,0.45542532,0.53994536,0.6358743,0.42858088,1.0,1.0,0.43693137,0.8407276,0.26650113,0.61000633,0.396905,1.0,0.0,0.55314636,0.7312544,1.0,0.5587094,0.8,0.4537566,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.40818828,0.0,0.0036867918,0.0,1.0,0.33333334,1.0,0.0,0.008830623,1.0,0.19158892,0.0,0.75769174,0.0,0.0,0.0,0.0,0.0,0.36816794,0.56951755,1.0,0.6643466,1.0,0.5980952,1.0,0.34322137,0.1388732,0.0,0.563938,freelancer,0.5800593
0.13309096,0.42102346,0.23766401,0.37577417,0.6205239,0.8495934,1.0,0.19837181,0.36160618,0.09330573,0.65361965,0.34598127,0.65,0.7392957,0.558048,0.7910299,0.69612455,0.62920135,0.61236024,0.684626,0.85282993,0.7361499,0.8102122,0.731818,0.61697567,0.6207207,0.71635914,0.4436702,0.22808613,0.124647014,0.7957294,0.2355266,0.623341,0.0,0.8315642,0.0,0.7,0.1906047,0.2752459,0.2517102,0.2076916,0.12967043,1.0,0.0,0.16364045,0.9379439,0.5478793,0.8970777,0.1635257,1.0,1.0,0.824681,0.8767303,1.0,0.68834746,0.7,0.38974777,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.7058675,1.0,0.27929646,0.0,1.0,0.6666667,1.0,0.0,0.0,1.0,0.4159107,0.0,0.18981129,0.0,0.0,0.0,0.0,0.0,0.148786,0.4703793,0.0,0.21892652,1.0,0.6810868,1.0,0.570947,0.3036067,0.0,0.7031514,platform_worker,0.5572425
0.81542736,0.8554323,0.6206931,0.7037027,0.83548063,0.97363156,1.0,0.8324796,0.37600392,0.51147366,0.9064753,0.51514995,0.65,0.46080494,0.40562308,0.46031258,0.44224685,0.33863455,0.28442216,0.43741047,0.9082112,0.5867619,0.51848066,0.42286262,0.28748974,0.36685985,0.43094015,0.36817917,0.31241864,0.20962153,0.55955637,0.056780487,0.28071597,0.0,1.0,1.0,0.5,0.7276946,0.61427623,0.7933645,0.7170985,0.56871146,0.0,0.0,0.5478747,0.6608926,0.28835848,0.44944334,0.53500235,1.0,1.0,0.67430055,0.56152046,0.0,0.6290529,0.7,0.46497992,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4519454,0.0,0.022887522,0.0,1.0,0.33333334,1.0,0.0,0.0,0.0,0.0603393,0.0,0.26474372,1.0,0.0,0.0,0.0,0.0,0.086194105,0.28966635,0.0,0.41526952,1.0,0.46912968,1.0,0.2906401,0.0,1.0,0.80831975,platform_worker,0.71537477
0.22896703,0.3041846,0.38003552,0.14757526,0.5892396,0.85762876,1.0,0.024540693,0.45555624,0.18737997,0.59777457,0.12319628,0.75,0.8958432,0.8074958,0.76522976,0.82285625,0.5067803,0.6057204,0.41127676,0.8637031,0.75232947,0.89613545,0.5556001,0.55208737,0.714614,0.6700519,0.38079083,0.29492405,0.37200472,0.83873725,0.0027946858,0.5839756,1.0,0.75443685,0.0,0.3,0.24027415,0.103192575,0.14872387,0.28098688,0.02840183,0.0,0.0,0.141983,0.8793807,0.42875656,0.8167732,0.19514571,1.0,1.0,0.8319562,0.94469684,1.0,0.8097103,0.8,0.35238698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6294741,0.0,0.0,1.0,0.0,0.33333334,0.0,0.0,0.0,1.0,0.5021908,1.0,0.31572714,0.0,0.0,0.0,0.0,0.0,0.2474138,0.5236838,1.0,0.4848497,1.0,0.74537325,0.0,0.64532405,0.43309975,0.0,0.6844655,freelancer,0.59215593
0.23421702,0.5432999,0.40013376,0.60316664,0.74338824,0.81251156,1.0,0.5557092,0.35594115,0.28369558,0.64435434,0.19309802,0.65,0.7515642,0.7107456,0.6775107,0.71327347,0.5883725,0.5550605,0.6010559,0.79231125,0.74824053,0.8404492,0.5298633,0.5886183,0.65856665,0.7651887,0.49916688,0.35947797,0.40197465,0.79710054,0.13238692,0.5133233,0.0,0.79334253,0.0,0.5,0.16489923,0.20833407,0.2557496,0.28965497,0.0,1.0,1.0,0.08442082,0.91277355,0.4000107,0.76837736,0.22471623,1.0,1.0,0.83086884,0.80898345,1.0,0.6738987,0.7,0.506433,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6245809,0.0,0.0,0.0,1.0,0.33333334,0.0,1.0,0.22568245,0.0,0.0,0.0,0.04529639,0.0,0.0,0.0,0.0,0.0,0.10451705,0.37012622,0.0,0.3169613,1.0,0.70509,1.0,0.4977172,0.007211729,0.0,0.76430345,platform_worker,0.58591896
0.5838666,0.45188752,0.38224402,0.42187312,0.8126446,0.78610235,0.0,0.54954934,0.41677323,0.28101495,0.6293775,0.5145926,0.7,0.9711256,0.73525596,0.914714,0.87369853,0.7657859,0.75263286,0.8132657,0.7743421,0.8291541,0.870784,0.82356846,0.75137734,0.7980014,0.63799447,0.43908045,0.40484542,0.22064206,0.9051411,0.1993518,0.65936816,0.0,0.78949827,1.0,0.5,0.61283356,0.5773614,0.64710426,0.54236466,0.539864,1.0,0.0,0.48094097,0.74021304,0.2845943,0.46647075,0.5035633,1.0,1.0,0.85924125,0.7735645,0.0,0.8845008,0.7,0.4172734,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6305029,0.0,0.0,0.0,1.0,0.33333334,0.0,0.0,0.0,1.0,0.4374174,0.0,0.49434397,1.0,0.0,0.0,1.0,0.0,0.23733374,0.42889652,1.0,0.6041838,0.0,0.74121475,1.0,0.53242713,0.29940066,0.0,0.77389926,tradesperson,0.70576453
0.4246582,0.56805575,0.58896345,0.5089758,0.86695665,0.8593869,0.0,0.71506774,0.40774238,0.47704634,0.64871514,0.65533054,0.6,0.8210906,0.6696046,0.8121825,0.76762587,0.85330313,0.73760384,0.60219616,0.96478134,0.856513,0.7852872,0.6062143,0.5350534,0.71750027,0.5644791,0.2645289,0.1450103,0.05029524,0.9353601,0.023201369,0.58750796,1.0,0.9517967,0.0,0.5,0.7400172,0.5957358,0.75413674,0.7929358,0.6696022,0.0,1.0,0.47471735,0.6190667,0.22702566,0.35853413,0.6285407,1.0,1.0,0.6219976,0.7661999,1.0,0.6101338,0.6,0.31486565,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.45753205,1.0,0.21220717,0.0,1.0,0.6666667,1.0,1.0,0.370147,1.0,0.3438436,1.0,0.05874808,0.0,0.0,1.0,0.0,0.0,0.1801835,0.36932144,0.0,0.32085338,1.0,0.51989377,1.0,0.51286054,0.3300193,1.0,0.669438,vendor,0.7434292
0.44562453,0.49847254,0.2519029,0.34817475,0.7852931,0.8061939,1.0,0.7088807,0.41107002,0.23706573,0.6874855,0.438732,0.75,0.80332166,0.72792727,0.8492574,0.7935021,0.82991296,0.60011023,0.8510527,0.91836107,0.8678579,0.94809556,0.7120153,0.5186659,0.79313374,0.7334737,0.5208658,0.08580216,0.17395231,0.9432433,0.0,0.630566,1.0,0.9700629,0.0,0.5,0.41566974,0.2460687,0.50481814,0.37714598,0.3347189,0.0,0.0,0.2983266,0.8972393,0.26213008,0.73645675,0.26068383,1.0,1.0,0.5529067,0.60189015,1.0,0.5242171,0.8,0.38621566,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.37627482,1.0,0.39230314,1.0,1.0,1.0,0.0,1.0,0.4154845,0.0,0.0,0.0,0.52467155,0.0,1.0,1.0,0.0,0.0,0.46981093,0.64481926,0.0,0.53005534,0.0,0.6360888,1.0,0.50365716,0.0221091,1.0,0.7363419,freelancer,0.67421997
0.96198976,0.72453105,0.49938613,0.5466642,0.8706909,0.8177827,1.0,0.6967448,0.5349674,0.4332643,0.82530135,0.26766023,0.75,0.7205682,0.55759495,0.6389823,0.63904846,0.67883116,0.6007647,0.46566346,0.7931235,0.74436986,0.7115448,0.48715723,0.5331159,0.5216512,0.50340056,0.3257434,0.3263718,0.25618502,0.6513077,0.24628337,0.56415004,0.0,0.81853104,0.0,0.3,0.50079614,0.45671394,0.49805668,0.6464372,0.2922685,1.0,0.0,0.41171327,0.69715333,0.19062926,0.5384967,0.4977087,1.0,1.0,0.42074087,0.67341495,1.0,0.5538851,0.8,0.57536817,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5116942,1.0,0.18321149,0.0,1.0,0.6666667,1.0,0.0,0.0027503842,1.0,0.26902568,0.0,0.35391513,0.0,0.0,0.0,0.0,0.0,0.28601557,0.45830432,0.0,0.5076335,1.0,0.5693926,1.0,0.5036896,0.30501163,0.0,0.66670364,freelancer,0.6319015
1.0,0.83561033,0.7348732,0.74758434,0.94523203,0.878746,1.0,0.777612,0.49505913,0.50089294,0.82341796,0.73928124,0.75,0.21083787,0.36342308,0.12599832,0.23341976,0.17339107,0.19714235,0.15133809,0.7460114,0.38568047,0.36706182,0.11255951,0.18915595,0.1306785,0.15066224,0.1428314,0.13648517,0.1913543,0.4424538,0.15882534,0.07816772,0.0,0.8976039,0.0,0.7,0.6767465,0.60471225,0.8081847,0.81747526,0.64209634,0.0,0.0,0.64242893,0.62846094,0.14837469,0.44179383,0.7309485,1.0,1.0,0.7953098,0.9493796,1.0,0.8050844,0.8,0.42792317,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7175155,1.0,0.36223158,0.0,0.0,0.33333334,1.0,1.0,0.41397393,0.0,0.013909245,1.0,0.37656066,0.0,0.0,0.0,0.0,1.0,0.2655087,0.5108723,0.0,0.54113966,1.0,0.82631904,0.0,0.2395356,0.11805441,1.0,0.74327767,freelancer,0.6672724
0.5645565,0.5713806,0.2820773,0.40255904,0.8645568,0.79158485,0.0,0.39625898,0.3289934,0.52359843,0.75966036,0.35545784,0.6,0.57703984,0.48916292,0.57094705,0.54571664,0.5164354,0.628204,0.4499295,0.88987994,0.631709,0.7355727,0.4385177,0.52473456,0.47536445,0.46084434,0.29787835,0.1949282,0.2062297,0.66477084,0.2712956,0.43454388,0.0,0.89042765,1.0,0.7,0.35018402,0.29350314,0.35545823,0.4748048,0.32585925,0.0,1.0,0.22263248,0.7885555,0.41062316,0.7737941,0.22381522,1.0,1.0,0.40177712,0.47261724,1.0,0.43766513,0.6,0.2950827,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3531732,0.0,0.016771745,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.024484957,0.0,0.36962864,0.0,0.0,0.0,0.0,0.0,0.28050265,0.55383575,0.0,0.53660864,1.0,0.37533063,0.0,0.4805716,0.0,0.0,0.51153415,vendor,0.5055848
0.2928602,0.28624836,0.1327785,0.1641914,0.68574846,0.7659363,1.0,0.21981297,0.3003067,0.14416051,0.48115358,0.539652,0.7,0.25378564,0.27301368,0.29665217,0.27448383,0.35892874,0.23321755,0.25537863,0.8512604,0.5277162,0.49390125,0.3910919,0.21548831,0.2785193,0.3301143,0.23230633,0.33792093,0.3539173,0.48233247,0.24452586,0.16915914,1.0,0.50054467,0.0,0.5,0.5790994,0.5269567,0.7143366,0.47864652,0.51406807,1.0,0.0,0.49750346,0.69142264,0.15637338,0.4975582,0.48352194,1.0,1.0,0.81822467,0.88599813,1.0,0.5899284,0.7,0.30856043,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5425674,1.0,0.32876605,1.0,1.0,1.0,1.0,1.0,0.42394102,1.0,0.4455011,0.0,0.15093586,0.0,1.0,0.0,0.0,1.0,0.0,0.33883184,0.0,0.19160032,1.0,0.67324835,0.0,0.20468786,0.42008197,0.0,0.5454354,tradesperson,0.4981701
